Time,Execution Time
0.616412037,0.104391098
0.658078704,0.11676383
0.69974537,0.106698036
0.741412037,0.103530884
0.783078704,0.099778175
0.82474537,0.108194113
0.866412037,0.105513811
0.908078704,0.1095469
0.94974537,0.11144495
0.991412037,0.109626055
1.033078704,0.108927011
1.07474537,0.100055933
1.116412037,0.104844093
1.158078704,0.107136965
1.19974537,0.106848955
1.241412037,0.109111071
1.283078704,0.105113983
1.32474537,0.106203794
1.366412037,0.107266903
1.408078704,0.108469009
1.44974537,0.105353117
1.491412037,0.102828026
1.533078704,0.108910084
1.57474537,0.111849785
1.616412037,0.110203028
1.658078704,0.100939989
1.69974537,0.111852646
1.741412037,0.123417139
1.783078704,0.101989746
1.82474537,0.111247778
1.866412037,0.108577728
1.908078704,0.111415863
1.94974537,0.103806019
1.991412037,0.103680134
2.033078704,0.100910902
2.07474537,0.109727859
2.116412037,0.103902817
2.158078704,0.105674028
2.19974537,0.104786158
2.241412037,0.102107048
2.283078704,0.107409
2.32474537,0.105815172
2.366412037,0.099613905
2.408078704,0.137056112
2.44974537,0.109076023
2.491412037,0.100067616
2.533078704,0.10221529
2.57474537,0.116496086
2.616412037,0.105509281
2.658078704,0.102112055
2.69974537,0.107938051
2.741412037,0.108639956
2.783078704,0.11835885
2.82474537,0.103680849
2.866412037,0.113924026
2.908078704,0.092918873
2.94974537,0.107749939
2.991412037,0.109652996
3.033078704,0.105077028
3.07474537,0.113053322
3.116412037,0.106526136
3.158078704,0.100925922
3.19974537,0.106338024
3.241412037,0.099134922
3.283078704,0.105730057
3.32474537,0.106436253
3.366412037,0.127955914
3.408078704,0.102638721
3.44974537,0.09883976
3.491412037,0.104547024
3.533078704,0.104506969
3.57474537,0.101691961
3.616412037,0.104995012
3.658078704,0.102324963
3.69974537,0.106737137
3.741412037,0.11326313
3.783078704,0.116018057
3.82474537,0.10529995
3.866412037,0.103600979
3.908078704,0.10177803
3.94974537,0.107483864
3.991412037,0.100973129
4.033078704,0.113605738
4.07474537,0.105224848
4.116412037,0.106678963
4.158078704,0.10959506
4.19974537,0.108974934
4.241412037,0.101557016
4.283078704,0.107136011
4.32474537,0.109107018
4.366412037,0.101850271
4.408078704,0.103249788
4.44974537,0.109657049
4.491412037,0.105733871
4.533078704,0.103003263
4.57474537,0.11019969
4.616412037,0.112122059
4.658078704,0.099585056
4.69974537,0.104044676
4.741412037,0.106831074
4.783078704,0.104539156
4.82474537,0.102726936
4.866412037,0.103118181
4.908078704,0.108280182
4.94974537,0.102935076
4.991412037,0.112513065
5.033078704,0.106643915
5.07474537,0.103949785
5.116412037,0.102185011
5.158078704,0.107831001
5.19974537,0.106153965
5.241412037,0.106421232
5.283078704,0.101213217
5.32474537,0.103625059
5.366412037,0.109684944
5.408078704,0.107046843
5.44974537,0.101365328
5.491412037,0.108520269
5.533078704,0.107661009
5.57474537,0.099054813
5.616412037,0.105828047
5.658078704,0.10441494
5.69974537,0.101889133
5.741412037,0.101149082
5.783078704,0.115430117
5.82474537,0.104132175
5.866412037,0.102687836
5.908078704,0.106575727
5.94974537,0.100537062
5.991412037,0.104647875
6.033078704,0.101835966
6.07474537,0.106167078
6.116412037,0.104129076
6.158078704,0.10733676
6.19974537,0.110234737
6.241412037,0.101889133
6.283078704,0.10015893
6.32474537,0.104336023
6.366412037,0.108849049
6.408078704,0.108062983
6.44974537,0.114407063
6.491412037,0.102543831
6.533078704,0.107332945
6.57474537,0.110294104
6.616412037,0.107082129
6.658078704,0.104438066
6.69974537,0.103560209
6.741412037,0.105643988
6.783078704,0.105175972
6.82474537,0.099022865
6.866412037,0.11404705
6.908078704,0.103719234
6.94974537,0.106735945
6.991412037,0.106927156
7.033078704,0.111696005
7.07474537,0.106656075
7.116412037,0.111596107
7.158078704,0.097863913
7.19974537,0.106008053
7.241412037,0.111280918
7.283078704,0.102776051
7.32474537,0.107353926
7.366412037,0.103559971
7.408078704,0.10484314
7.44974537,0.101700068
7.491412037,0.108951092
7.533078704,0.103674173
7.57474537,0.111022234
7.616412037,0.110157166
7.658078704,0.106836081
7.69974537,0.1020329
7.741412037,0.099530935
7.783078704,0.115187883
7.82474537,0.106608868
7.866412037,0.102798223
7.908078704,0.110792875
7.94974537,0.108758926
7.991412037,0.108639002
8.033078704,0.105690956
8.07474537,0.107130051
8.116412037,0.108016968
8.158078704,0.103317976
8.19974537,0.119137049
8.241412037,0.106637955
8.283078704,0.106801033
8.32474537,0.100634813
8.366412037,0.106584072
8.408078704,0.108654022
8.44974537,0.109270096
8.491412037,0.105245829
8.533078704,0.101078987
8.57474537,0.104572058
8.616412037,0.112616777
8.658078704,0.109570742
8.69974537,0.103007793
8.741412037,0.108314037
8.783078704,0.10949707
8.82474537,0.106812239
8.866412037,0.103874207
8.908078704,0.107311964
8.94974537,0.101515055
8.991412037,0.119915962
9.033078704,0.111695051
9.07474537,0.112878084
9.116412037,0.109430075
9.158078704,0.111250162
9.19974537,0.101445198
9.241412037,0.112332821
9.283078704,0.105052948
9.32474537,0.105360031
9.366412037,0.098752975
9.408078704,0.110039949
9.44974537,0.098932028
9.491412037,0.107694149
9.533078704,0.112612009
9.57474537,0.110084057
9.616412037,0.108268023
9.658078704,0.104226828
9.69974537,0.104695797
9.741412037,0.102470875
9.783078704,0.102288961
9.82474537,0.103125095
9.866412037,0.106099367
9.908078704,0.104094982
9.94974537,0.102350235
9.991412037,0.104539871
10.0330787,0.112197876
10.07474537,0.102660179
10.11641204,0.109262705
10.1580787,0.111513853
10.19974537,0.115176916
10.24141204,0.11026907
10.2830787,0.105362892
10.32474537,0.108337164
10.36641204,0.103548765
10.4080787,0.1067729
10.44974537,0.110408068
10.49141204,0.10854888
10.5330787,0.106698036
10.57474537,0.109568834
10.61641204,0.107012272
10.6580787,0.117072821
10.69974537,0.108948946
10.74141204,0.096491814
10.7830787,0.105010271
10.82474537,0.112217903
10.86641204,0.113718033
10.9080787,0.107879877
10.94974537,0.11111927
10.99141204,0.109944105
11.0330787,0.110089064
11.07474537,0.107768059
11.11641204,0.107725143
11.1580787,0.101100922
11.19974537,0.105903149
11.24141204,0.101134062
11.2830787,0.113243818
11.32474537,0.109029055
11.36641204,0.098386049
11.4080787,0.108413935
11.44974537,0.111168146
